位置,子分類,代號,名稱,download_timestamp,process_timestamp
上游,原料,4108,懷特,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,4169,泰宗,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,6838,台新藥,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,1780,立弘,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,1796,金穎生技,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,3388,崇越電,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,4911,德英,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,6242,立康,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,6461,益得,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,6846,綠茵,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,8279,生展,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,1271,晨暉生技,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,1293,利統,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,4732,彥臣,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,6580,台睿,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,6886,遠東生技,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,7850,寶泰生醫,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,7450,那米亞,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,7519,歐思佛生技,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,7525,綠品生技,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,7542,宥盛,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,7627,澄交生技,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,7649,正崴生物,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,7656,全瑩生技,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,7695,宏潤生技,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,,帝斯曼,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
上游,原料,,諾維信,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,1707,葡萄王,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,1760,寶齡富錦,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,1795,美時,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,6838,台新藥,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,1780,立弘,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,1796,金穎生技,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,3118,進階,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,4109,加捷生醫,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,4127,天良,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,4128,中天,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,4911,德英,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,6242,立康,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,6461,益得,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,6662,樂斯科,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,6846,綠茵,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,8279,生展,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,8436,大江,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,1293,利統,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,6886,遠東生技,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,6935,王子製藥,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,7561,光晟生技,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,7850,寶泰生醫,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,7519,歐思佛生技,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,7520,沛美,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,7525,綠品生技,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
中游,加工製成品,7542,宥盛,2026-08-23 01:23:50 CST,2026-08-23 01:23:50 CST
