位置,子分類,代號,名稱
上游,機器學習,6614,資拓宏宇
上游,機器學習,6658,聯策
上游,機器學習,6689,伊雲谷
上游,機器學習,6695,芯鼎
上游,機器學習,8374,羅昇
上游,機器學習,3227,原相
上游,機器學習,5209,新鼎
上游,機器學習,5236,凌陽創新
上游,機器學習,5474,聰泰
上游,機器學習,6163,華電網
上游,機器學習,6752,叡揚
上游,機器學習,6865,偉康科技
上游,機器學習,6870,騰雲
上游,機器學習,6910,德鴻
上游,機器學習,6925,意藍
上游,機器學習,6997,博弘
上游,機器學習,7547,碩網
上游,機器學習,7714,創泓科技
上游,機器學習,8099,大世科
上游,機器學習,6741,91APP*-KY
上游,機器學習,6816,捷智商訊
上游,機器學習,6868,采威國際
上游,機器學習,7737,凱鈿
上游,機器學習,7781,昕力資*
上游,機器學習,7822,倍利科
上游,機器學習,7825,和亞智慧
上游,機器學習,7839,達人網
上游,機器學習,7870,聯剛科技
上游,機器學習,8298,威睿
上游,機器學習,7543,富宸
上游,機器學習,7587,環球睿視
上游,機器學習,7643,萬里遊
上游,機器學習,AMZN,亞馬遜網路服務公司
上游,機器學習,GOOGL,Google
上游,機器學習,MSFT,微軟
上游,電腦視覺,2308,台達電
上游,電腦視覺,2388,威盛
上游,電腦視覺,3669,圓展
上游,電腦視覺,4585,達明
上游,電腦視覺,4952,凌通
上游,電腦視覺,6112,邁達特
上游,電腦視覺,6412,群電
上游,電腦視覺,6614,資拓宏宇
上游,電腦視覺,6658,聯策
上游,電腦視覺,6695,芯鼎
上游,電腦視覺,8374,羅昇
上游,電腦視覺,3227,原相
上游,電腦視覺,3632,研勤
上游,電腦視覺,5209,新鼎
上游,電腦視覺,5236,凌陽創新
上游,電腦視覺,5351,鈺創
上游,電腦視覺,6163,華電網
上游,電腦視覺,6752,叡揚
上游,電腦視覺,6865,偉康科技
上游,電腦視覺,6997,博弘
上游,電腦視覺,7737,凱鈿
上游,電腦視覺,7781,昕力資*
上游,電腦視覺,7822,倍利科
上游,電腦視覺,7825,和亞智慧
上游,電腦視覺,7543,富宸
上游,電腦視覺,7643,萬里遊
上游,電腦視覺,GOOGL,Google
上游,電腦視覺,MSFT,微軟
上游,電腦視覺,NVDA,輝達
上游,自然語言處理,6112,邁達特
上游,自然語言處理,6277,宏正
上游,自然語言處理,6614,資拓宏宇
上游,自然語言處理,5209,新鼎
上游,自然語言處理,6752,叡揚
上游,自然語言處理,6865,偉康科技
上游,自然語言處理,6870,騰雲
上游,自然語言處理,6910,德鴻
上游,自然語言處理,6925,意藍
上游,自然語言處理,6997,博弘
上游,自然語言處理,7547,碩網
上游,自然語言處理,7714,創泓科技
上游,自然語言處理,8099,大世科
上游,自然語言處理,6741,91APP*-KY
上游,自然語言處理,6816,捷智商訊
上游,自然語言處理,6868,采威國際
上游,自然語言處理,7455,樺緯物聯
上游,自然語言處理,7737,凱鈿
上游,自然語言處理,7781,昕力資*
上游,自然語言處理,7825,和亞智慧
上游,自然語言處理,7839,達人網
上游,自然語言處理,7841,經貿聯網
上游,自然語言處理,7587,環球睿視
上游,自然語言處理,7643,萬里遊
上游,自然語言處理,GOOGL,Google
上游,自然語言處理,MSFT,微軟
上游,自然語言處理,PLTR,Palantir
上游,移動控制,1504,東元
上游,移動控制,2357,華碩
上游,移動控制,8374,羅昇
上游,移動控制,3227,原相
上游,移動控制,5209,新鼎
上游,移動控制,6752,叡揚
上游,移動控制,6865,偉康科技
上游,移動控制,6997,博弘
上游,移動控制,7643,萬里遊
上游,移動控制,AMZN,亞馬遜
上游,移動控制,MBLY,Mobileye
上游,移動控制,TSLA,特斯拉
上游,運算設備,2308,台達電
上游,運算設備,2480,敦陽科
上游,運算設備,2495,普安
上游,運算設備,3029,零壹
上游,運算設備,3706,神達
上游,運算設備,6112,邁達特
上游,運算設備,6412,群電
上游,運算設備,6669,緯穎
上游,運算設備,5209,新鼎
上游,運算設備,6140,訊達電腦
上游,運算設備,6680,鑫創電子
上游,運算設備,6752,叡揚
上游,運算設備,6865,偉康科技
上游,運算設備,6910,德鴻
上游,運算設備,8099,大世科
上游,運算設備,6938,藍新資訊
上游,運算設備,7825,和亞智慧
上游,運算設備,7826,極風雲創
上游,運算設備,7868,聖育
上游,運算設備,7643,萬里遊
上游,運算設備,DELL,戴爾
上游,運算設備,HPE,HPE
上游,運算設備,,國際商業機器股份有限公司
上游,運算設備,,Supermicro
上游,雲端平台,2480,敦陽科
上游,雲端平台,2495,普安
上游,雲端平台,2498,宏達電
上游,雲端平台,3029,零壹
上游,雲端平台,6112,邁達特
上游,雲端平台,6412,群電
上游,雲端平台,6614,資拓宏宇
上游,雲端平台,6689,伊雲谷
上游,雲端平台,6906,現觀科
上游,雲端平台,5209,新鼎
上游,雲端平台,6263,普萊德
上游,雲端平台,6752,叡揚
上游,雲端平台,6811,宏碁資訊
上游,雲端平台,6865,偉康科技
上游,雲端平台,6870,騰雲
上游,雲端平台,6910,德鴻
上游,雲端平台,6925,意藍
上游,雲端平台,6997,博弘
上游,雲端平台,7547,碩網
上游,雲端平台,7714,創泓科技
上游,雲端平台,7747,昕奇雲端
上游,雲端平台,8099,大世科
上游,雲端平台,6741,91APP*-KY
上游,雲端平台,6868,采威國際
上游,雲端平台,6938,藍新資訊
上游,雲端平台,7455,樺緯物聯
上游,雲端平台,7737,凱鈿
上游,雲端平台,7781,昕力資*
上游,雲端平台,7825,和亞智慧
上游,雲端平台,7826,極風雲創
上游,雲端平台,7839,達人網
上游,雲端平台,7841,經貿聯網
上游,雲端平台,7868,聖育
上游,雲端平台,7851,慧康生技*-KY
上游,雲端平台,7543,富宸
上游,雲端平台,7569,發條橘子
上游,雲端平台,7587,環球睿視
上游,雲端平台,7643,萬里遊
上游,雲端平台,AMZN,亞馬遜網路服務公司
上游,雲端平台,GOOGL,Google
上游,雲端平台,MSFT,微軟
上游,資料處理,2480,敦陽科
上游,資料處理,2498,宏達電
上游,資料處理,6112,邁達特
上游,資料處理,6412,群電
上游,資料處理,6658,聯策
上游,資料處理,6689,伊雲谷
上游,資料處理,6906,現觀科
上游,資料處理,5209,新鼎
上游,資料處理,6163,華電網
上游,資料處理,6697,東捷資訊
上游,資料處理,6752,叡揚
上游,資料處理,6811,宏碁資訊
上游,資料處理,6865,偉康科技
上游,資料處理,6870,騰雲
上游,資料處理,6910,德鴻
上游,資料處理,6925,意藍
上游,資料處理,6997,博弘
上游,資料處理,7547,碩網
上游,資料處理,7714,創泓科技
上游,資料處理,8099,大世科
上游,資料處理,6741,91APP*-KY
上游,資料處理,6868,采威國際
上游,資料處理,6938,藍新資訊
上游,資料處理,7737,凱鈿
上游,資料處理,7781,昕力資*
上游,資料處理,7826,極風雲創
上游,資料處理,7839,達人網
上游,資料處理,7841,經貿聯網
上游,資料處理,7868,聖育
上游,資料處理,7870,聯剛科技
上游,資料處理,8298,威睿
上游,資料處理,7543,富宸
上游,資料處理,7587,環球睿視
上游,資料處理,7643,萬里遊
上游,資料處理,,國際商業機器股份有限公司
上游,資料處理,ORCL,甲骨文
上游,資料處理,SAP,思愛普
上游,大型語言模型,,Anthropic
上游,大型語言模型,,OpenAI
