位置,子分類,代號,名稱
上游,安全營運與事件回應,2480,敦陽科
上游,安全營運與事件回應,3029,零壹
上游,安全營運與事件回應,6112,邁達特
上游,安全營運與事件回應,6183,關貿
上游,安全營運與事件回應,7765,中華資安
上游,安全營運與事件回應,6218,豪勉
上游,安全營運與事件回應,6690,安碁資訊
上游,安全營運與事件回應,6739,竹陞科技
上游,安全營運與事件回應,6752,叡揚
上游,安全營運與事件回應,6865,偉康科技
上游,安全營運與事件回應,7714,創泓科技
上游,安全營運與事件回應,7747,昕奇雲端
上游,安全營運與事件回應,6938,藍新資訊
上游,安全營運與事件回應,7781,昕力資*
上游,安全營運與事件回應,7785,北祥科服
上游,安全營運與事件回應,7826,極風雲創
上游,安全營運與事件回應,7870,聯剛科技
上游,安全營運與事件回應,8298,威睿
上游,安全營運與事件回應,7503,自由系統
上游,安全營運與事件回應,7693,全球系統
上游,安全營運與事件回應,,國際商業機器股份有限公司
上游,安全營運與事件回應,,邁克菲
上游,安全營運與事件回應,ORCL,甲骨文
上游,安全營運與事件回應,,Splunk
上游,資安治理,2480,敦陽科
上游,資安治理,6112,邁達特
上游,資安治理,6183,關貿
上游,資安治理,7765,中華資安
上游,資安治理,6163,華電網
上游,資安治理,6690,安碁資訊
上游,資安治理,6752,叡揚
上游,資安治理,6865,偉康科技
上游,資安治理,7714,創泓科技
上游,資安治理,7781,昕力資*
上游,資安治理,7785,北祥科服
上游,資安治理,7826,極風雲創
上游,資安治理,8298,威睿
上游,資安治理,7503,自由系統
上游,資安治理,7693,全球系統
上游,資安治理,,國際商業機器股份有限公司
上游,資安治理,,RSA Security
上游,資安治理,SAP,思愛普
上游,資料安全,2471,資通
上游,資料安全,2480,敦陽科
上游,資料安全,3029,零壹
上游,資料安全,6112,邁達特
上游,資料安全,6183,關貿
上游,資料安全,6689,伊雲谷
上游,資料安全,7765,中華資安
上游,資料安全,6218,豪勉
上游,資料安全,6263,普萊德
上游,資料安全,6590,普鴻
上游,資料安全,6690,安碁資訊
上游,資料安全,6697,東捷資訊
上游,資料安全,6752,叡揚
上游,資料安全,6865,偉康科技
上游,資料安全,7714,創泓科技
上游,資料安全,7747,昕奇雲端
上游,資料安全,8272,全景軟體
上游,資料安全,8277,商丞
上游,資料安全,6938,藍新資訊
上游,資料安全,7737,凱鈿
上游,資料安全,7781,昕力資*
上游,資料安全,7785,北祥科服
上游,資料安全,7826,極風雲創
上游,資料安全,7870,聯剛科技
上游,資料安全,8298,威睿
上游,資料安全,7503,自由系統
上游,資料安全,7693,全球系統
上游,資料安全,,埃森哲
上游,資料安全,,國際商業機器股份有限公司
上游,資料安全,,邁克菲
上游,網頁內容安全,2480,敦陽科
上游,網頁內容安全,3029,零壹
上游,網頁內容安全,6112,邁達特
上游,網頁內容安全,6183,關貿
上游,網頁內容安全,6689,伊雲谷
上游,網頁內容安全,7765,中華資安
上游,網頁內容安全,6163,華電網
上游,網頁內容安全,6218,豪勉
上游,網頁內容安全,6561,是方
上游,網頁內容安全,6690,安碁資訊
上游,網頁內容安全,6752,叡揚
上游,網頁內容安全,6865,偉康科技
上游,網頁內容安全,7714,創泓科技
上游,網頁內容安全,7747,昕奇雲端
上游,網頁內容安全,8277,商丞
上游,網頁內容安全,6938,藍新資訊
上游,網頁內容安全,7781,昕力資*
上游,網頁內容安全,7785,北祥科服
上游,網頁內容安全,7826,極風雲創
上游,網頁內容安全,7503,自由系統
上游,網頁內容安全,7693,全球系統
上游,網頁內容安全,,Akamai Technologies
上游,網頁內容安全,,Cloudflare
上游,網頁內容安全,,Imperva
上游,雲端安全,2480,敦陽科
上游,雲端安全,3029,零壹
上游,雲端安全,6112,邁達特
上游,雲端安全,6183,關貿
上游,雲端安全,6614,資拓宏宇
上游,雲端安全,6689,伊雲谷
上游,雲端安全,7765,中華資安
上游,雲端安全,6163,華電網
上游,雲端安全,6218,豪勉
上游,雲端安全,6561,是方
上游,雲端安全,6690,安碁資訊
上游,雲端安全,6752,叡揚
上游,雲端安全,6865,偉康科技
上游,雲端安全,7714,創泓科技
上游,雲端安全,7747,昕奇雲端
上游,雲端安全,8272,全景軟體
上游,雲端安全,8277,商丞
上游,雲端安全,6938,藍新資訊
上游,雲端安全,7781,昕力資*
上游,雲端安全,7785,北祥科服
上游,雲端安全,7826,極風雲創
上游,雲端安全,8298,威睿
上游,雲端安全,7503,自由系統
上游,雲端安全,7693,全球系統
上游,雲端安全,AMZN,亞馬遜網路服務公司
上游,雲端安全,,AWS
上游,雲端安全,,Splunk
上游,雲端安全,VMW,VMware
上游,網路基礎設施,2352,佳世達
上游,網路基礎設施,2397,友通
上游,網路基礎設施,2480,敦陽科
上游,網路基礎設施,3029,零壹
上游,網路基礎設施,3704,合勤控
上游,網路基礎設施,6112,邁達特
上游,網路基礎設施,6183,關貿
上游,網路基礎設施,6614,資拓宏宇
上游,網路基礎設施,7765,中華資安
上游,網路基礎設施,9917,中保科
上游,網路基礎設施,3564,其陽
上游,網路基礎設施,6163,華電網
上游,網路基礎設施,6218,豪勉
上游,網路基礎設施,6263,普萊德
上游,網路基礎設施,6530,創威
上游,網路基礎設施,6690,安碁資訊
上游,網路基礎設施,6697,東捷資訊
上游,網路基礎設施,6752,叡揚
上游,網路基礎設施,6865,偉康科技
上游,網路基礎設施,7714,創泓科技
上游,網路基礎設施,7747,昕奇雲端
上游,網路基礎設施,3664,安瑞-KY
上游,網路基礎設施,6938,藍新資訊
上游,網路基礎設施,7785,北祥科服
上游,網路基礎設施,7868,聖育
上游,網路基礎設施,8298,威睿
上游,網路基礎設施,7503,自由系統
上游,網路基礎設施,7693,全球系統
上游,網路基礎設施,CSCO,思科系統
上游,網路基礎設施,,瞻博網路
上游,網路基礎設施,PANW,Palo Alto Networks
上游,網路安全防護,2480,敦陽科
上游,網路安全防護,3029,零壹
上游,網路安全防護,3704,合勤控
上游,網路安全防護,6112,邁達特
上游,網路安全防護,6183,關貿
上游,網路安全防護,6277,宏正
上游,網路安全防護,6614,資拓宏宇
上游,網路安全防護,7765,中華資安
上游,網路安全防護,9917,中保科
上游,網路安全防護,6163,華電網
上游,網路安全防護,6218,豪勉
上游,網路安全防護,6561,是方
上游,網路安全防護,6690,安碁資訊
上游,網路安全防護,6697,東捷資訊
上游,網路安全防護,6752,叡揚
上游,網路安全防護,6865,偉康科技
上游,網路安全防護,7714,創泓科技
上游,網路安全防護,7747,昕奇雲端
上游,網路安全防護,8272,全景軟體
上游,網路安全防護,6868,采威國際
上游,網路安全防護,6938,藍新資訊
上游,網路安全防護,7781,昕力資*
上游,網路安全防護,7785,北祥科服
上游,網路安全防護,8298,威睿
上游,網路安全防護,7503,自由系統
上游,網路安全防護,7693,全球系統
上游,網路安全防護,CSCO,思科系統
上游,網路安全防護,FTNT,Fortinet
上游,網路安全防護,PANW,Palo Alto Networks
