位置,子分類,代號,名稱
上游,行銷廣告服務,3085,新零售
上游,行銷廣告服務,5287,數字
上游,行銷廣告服務,6590,普鴻
上游,行銷廣告服務,6870,騰雲
上游,行銷廣告服務,6925,意藍
上游,行銷廣告服務,7782,光速火箭
上游,行銷廣告服務,8044,網家
上游,行銷廣告服務,8284,三竹
上游,行銷廣告服務,6741,91APP*-KY
上游,行銷廣告服務,7839,達人網
上游,行銷廣告服務,7609,樂居科技
上游,行銷廣告服務,7624,數位經濟
上游,行銷廣告服務,7674,數位獵人
上游,行銷廣告服務,AMZN,亞馬遜
上游,行銷廣告服務,GOOGL,Google
上游,行銷廣告服務,META,Meta
上游,店點開設管理,8454,富邦媒
上游,店點開設管理,2949,欣新網
上游,店點開設管理,6590,普鴻
上游,店點開設管理,6870,騰雲
上游,店點開設管理,8044,網家
上游,店點開設管理,6741,91APP*-KY
上游,店點開設管理,7839,達人網
上游,店點開設管理,7587,環球睿視
上游,店點開設管理,7600,大麥網路
上游,店點開設管理,7624,數位經濟
上游,店點開設管理,7688,創客共好
上游,店點開設管理,BABA,阿里巴巴集團
上游,店點開設管理,AMZN,亞馬遜
上游,店點開設管理,,電子海灣
上游,交易撮(媒)合,6614,資拓宏宇
上游,交易撮(媒)合,2640,大車隊
上游,交易撮(媒)合,5278,尚凡*
上游,交易撮(媒)合,5287,數字
上游,交易撮(媒)合,6590,普鴻
上游,交易撮(媒)合,6741,91APP*-KY
上游,交易撮(媒)合,7839,達人網
上游,交易撮(媒)合,7904,任開數位
上游,交易撮(媒)合,7587,環球睿視
上游,交易撮(媒)合,7624,數位經濟
上游,交易撮(媒)合,7680,美家人力
上游,交易撮(媒)合,AMZN,亞馬遜
上游,交易撮(媒)合,,幣安
上游,交易撮(媒)合,,北京中聯鋼電子商務
上游,交易撮(媒)合,,中國聯合鋼鐵網
上游,資訊聚合,2352,佳世達
上游,資訊聚合,3130,一零四
上游,資訊聚合,6614,資拓宏宇
上游,資訊聚合,7721,微程式
上游,資訊聚合,5278,尚凡*
上游,資訊聚合,5287,數字
上游,資訊聚合,6590,普鴻
上游,資訊聚合,6870,騰雲
上游,資訊聚合,6925,意藍
上游,資訊聚合,8044,網家
上游,資訊聚合,8284,三竹
上游,資訊聚合,6741,91APP*-KY
上游,資訊聚合,7839,達人網
上游,資訊聚合,7841,經貿聯網
上游,資訊聚合,7587,環球睿視
上游,資訊聚合,7609,樂居科技
上游,資訊聚合,7624,數位經濟
上游,資訊聚合,AMZN,亞馬遜
上游,資訊聚合,,Monster Worldwide
上游,資訊聚合,,Yelp
上游,資訊聚合,,Youtube
上游,自有產品(服務)銷售,6277,宏正
上游,自有產品(服務)銷售,6614,資拓宏宇
上游,自有產品(服務)銷售,3085,新零售
上游,自有產品(服務)銷售,5321,美而快
上游,自有產品(服務)銷售,5478,智冠
上游,自有產品(服務)銷售,6220,岳豐
上游,自有產品(服務)銷售,6590,普鴻
上游,自有產品(服務)銷售,6703,軒郁
上游,自有產品(服務)銷售,7782,光速火箭
上游,自有產品(服務)銷售,6539,麗彤
上游,自有產品(服務)銷售,6815,晶鑽生醫
上游,自有產品(服務)銷售,7841,經貿聯網
上游,自有產品(服務)銷售,7904,任開數位
上游,自有產品(服務)銷售,7593,優思睿智科技
上游,自有產品(服務)銷售,7609,樂居科技
上游,自有產品(服務)銷售,7624,數位經濟
上游,自有產品(服務)銷售,7684,對稱資訊
上游,自有產品(服務)銷售,ABNB,Airbnb
上游,自有產品(服務)銷售,AMZN,亞馬遜
上游,自有產品(服務)銷售,AAPL,蘋果
上游,自有產品(服務)銷售,DBX,Dropbox
上游,自有產品(服務)銷售,NFLX,網飛
上游,自有產品(服務)銷售,WMT,Walmart
上游,一般零售,8454,富邦媒
上游,一般零售,2949,欣新網
上游,一般零售,3085,新零售
上游,一般零售,6220,岳豐
上游,一般零售,6590,普鴻
上游,一般零售,6703,軒郁
上游,一般零售,6856,鑫傳
上游,一般零售,7782,光速火箭
上游,一般零售,8044,網家
上游,一般零售,8472,夠麻吉
上游,一般零售,8477,創業家
上游,一般零售,6473,美賣*
上游,一般零售,6539,麗彤
上游,一般零售,6814,路迦生醫
上游,一般零售,6815,晶鑽生醫
上游,一般零售,7904,任開數位
上游,一般零售,7593,優思睿智科技
上游,一般零售,BABA,阿里巴巴集團
上游,一般零售,AMZN,亞馬遜
上游,一般零售,,電子海灣
上游,票券銷售,7722,LINEPAY
上游,票券銷售,8454,富邦媒
上游,票券銷售,6590,普鴻
上游,票券銷售,8044,網家
上游,票券銷售,8472,夠麻吉
上游,票券銷售,7839,達人網
上游,票券銷售,7841,經貿聯網
上游,票券銷售,7600,大麥網路
上游,票券銷售,,damai.cn
上游,票券銷售,,Eventbrite
上游,票券銷售,,Stubhub
